code,dept,dept_url,desc,name,url
ECNM11028,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The course intends to provide students with an introduction to the application of economic theory to the subject area. There is a strong focus on policy issues and policy remedies to identified problems, and the course will be structured around an organising theme of sustainability. Students should have developed a good awareness of the major literature in the area and be able to apply the relevant tools of economic analysis (which in some cases they will have met in other parts of the course) to the identified problems. This extends to an appreciation of the policy implications of issues developed during the course and to the quality of available policy instruments.          Not entered    ",Environmental and Natural Resource Economics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11028.htm
ECNM11067,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The formulation of sound economic policy invariably involves striking a right balance between equity and efficiency, between social justice and incentives. After reviewing the causes for market failures, we examine the trade-off between equity and efficiency inherent in the problem of income taxation. We then examine the inefficiency of private provision of public goods, followed by the Samuelson conditions for Pareto efficiency. Finally, we study the Tiebout hypothesis and the theory of local public goods. We conclude the lectures by reflecting on the optimum decentralization of public decisions between local government and central government.         Not entered    ",Economics of the Public Sector,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11067.htm
ECNM11009,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The module focuses on the theories and empirical evidence concerning the way that labour markets work, examining one of the most active and policy-relevant areas in economics.  A central part of the module is hands-on learning of the essential ¿tool-kit¿ of econometric methods used to examine labour market and other applied microeconomic topics. The basic labour market theories will be discussed in lecture as well as how the literature has tried to test these theories. Students are then given data to replicate the findings from the literature.         Not entered    ",Economics of Labour Markets,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11009.htm
ECNM11042,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This course is intended for postgraduate students enrolled in taught and research postgraduate programmes throughout the University who have little previous exposure to economics, but who might find economics to be beneficial for their career and research purposes.   The course's major objective is to introduce students to economists' way of thinking and equip them with tools for tackling a variety of economic issues ranging from simple household and firm decisions through industry regulation and economy-wide stimuli to societal welfare and global economic policies.   The course begins with a brief overview of the main economic principles (scarcity, opportunity cost, comparative advantage, interdependency), and introduces the major tools of economic analysis (marginal analysis, optimization, supply and demand analysis, cost-benefit analysis, expected utility, game theory). It then proceeds to cover market structure, externalities, free trade, market and government failure, welfare, efficiency and equity, and the principles of regulation. It then reviews basic macroeconomic aggregates (aggregate output, unemployment, inflation), business cycles (expansion, recession, depression, stagflation), and fiscal and monetary policies.   Depending on the course enrolment, student interest and staff expertise, the final part of the course will focus on current economic events and/or applied economic issues. The list of potential applications to be covered includes but is not limited to issues in global and political economy (economic growth and inequality, economic development, international trade and capital flows); issues in macroeconomic policy and business cycles; issues in game theory and asymmetric information (moral hazard, adverse selection, principal-agent problem, contracts); cost-benefit analysis, project appraisal and evaluation.          Not entered    ",Economics for Postgraduates,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11042.htm
ECNM11036,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This course is intended for postgraduate students enrolled in taught and research postgraduate programmes throughout the University who have little previous exposure to economics, but who might find economics to be beneficial for their career and research purposes.   The course's major objective is to introduce students to economists' way of thinking and equip them with tools for tackling a variety of economic issues ranging from simple household and firm decisions through industry regulation and economy-wide stimuli to societal welfare and global economic policies.   The course begins with a brief overview of the main economic principles (scarcity, opportunity cost, comparative advantage, interdependency), and introduces the major tools of economic analysis (marginal analysis, optimization, supply and demand analysis, cost-benefit analysis, expected utility, game theory). It then proceeds to cover market structure, externalities, free trade, market and government failure, welfare, efficiency and equity, and the principles of regulation. It then reviews basic macroeconomic aggregates (aggregate output, unemployment, inflation), business cycles (expansion, recession, depression, stagflation), and fiscal and monetary policies.   Depending on the course enrolment, student interest and staff expertise, the final part of the course will focus on current economic events and/or applied economic issues. The list of potential applications to be covered includes but is not limited to issues in global and political economy (economic growth and inequality, economic development, international trade and capital flows); issues in macroeconomic policy and business cycles; issues in game theory and asymmetric information (moral hazard, adverse selection, principal-agent problem, contracts); cost-benefit analysis, project appraisal and evaluation.          Not entered    ",Economics for Postgraduates,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11036.htm
ECNM11017,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The aim of this course is two-fold. The first is to present the student with a series of topics that are currently policy relevant. The second is to provide the student with an understanding of how economics can be used to enlighten the debate surrounding these topics. The topics of this course will be reviewed annually in order to ensure that the course remains current. This course should be particularly of interest to those students interested in pursuing a career as an economist with the civil service. Recent topics include Organized Crime: Economic Analysis and Policy Implication; Cost Benefit Analysis in Government: Houses, Welfare and Automobiles; The Post-crisis Labour Market and the Challenges it Poses to Policy Makers; The Economics of Public Finance; Economics of Micro-credit; Environment Economics and Environment Policy.         Not entered    ",Economic Policy,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11017.htm
ECNM11051,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The Econometrics Project is a group project in which students form small teams and work on a practical empirical topic using modern econometric techniques. Students (i) identify precise hypotheses that can be tested empirically, (ii) familiarise themselves with the relevant literature, (iii) work with a dataset which enables them to test their hypotheses, (iv) use appropriate econometrics software to analyse the data and test the hypotheses in question, (v) present their results to an audience, and (vi) write up the whole exercise as a group project. Students will present at the Residential Conference at Crieff in January, and will write up and submit their project for a mark later in Semester 2.          Not entered    ",Econometrics Project,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11051.htm
ECNM11054,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"To provide training in econometric methods, to enable students to make critical assessments of applied work and to use econometric techniques .  We will cover topics including: the fundamentals of the general linear model, OLS, GLS, Gauss-Markov Theorem; large sample theory, Instrumental Variables (IV), linear and nonlinear Generalised Method of Moments (GMM), maximum likelihood (ML); robust covariance estimation, specification testing; system estimation and  panel data; and other techniques.         Not entered    ",Econometrics A,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11054.htm
ECNM11089,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"Building on Econometrics 1- ECNM11043, this module provides a thorough training in univariate time series econometrics. Together, Econometrics 1 and 2 enable you to critically assess applied work as well as to undertake your own using appropriate econometric techniques. You will acquire the background required for research at the PhD level or in employment as a professional applied economist.         Econometrics 2 - Time Series is focused on time series econometrics and will cover: Stationary time series models; models with trend; and multi-equation time series models.         ",Econometrics 2 - Time Series,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11089.htm
ECNM11090,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This module provides a thorough training in applied econometrics. The focus will be on both the technical aspects of modern econometric approaches as well as placing a strong emphasis on the application of these approaches in economic research.         Topics covered will build on a solid understanding of regression techniques and may include, among others: quasi-experimental approaches to estimating causal effects (such as difference-in-difference, regression discontinuity, or instrumental variables) or the identification and estimation of heterogeneous treatment effects (for example, Local Average Treatment Effect interpretations of IV and Marginal Treatment Effect estimators). The course content will build on the textbook treatment of the topics through the detailed analysis of recent research papers that apply the methods.  Students interested in further study at the PhD level will acquire the technical and intuitive understanding necessary to engage in applied econometric research.  Students interested in employment as an applied economist across a number of areas - including government and policy fields - will gain experience in applying theoretical econometric training to a diverse set of real-world contexts.        ",Econometrics 2 - Applied Microeconometrics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11090.htm
ECNM11050,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"Building on Econometrics 1- ECNM11043, this module provides a thorough training in univariate time series econometrics. Together, Econometrics 1  and 2 enable you to critically assess applied work as well as to undertake your own using appropriate econometric techniques. You will acquire the background required for research at the PhD level or in employment as a professional applied economist.         Not entered    ",Econometrics 2,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11050.htm
ECNM11043,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"Together with Econometrics 2, this module provides a thorough training in basic econometric methods to enable you to critically assess applied work as well as to undertake your own using appropriate econometric techniques. You will acquire the background required for research at the PhD level or in employment as a professional applied economist.         Not entered    ",Econometrics 1,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11043.htm
ECNM11088,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The dissertation is slightly smaller in scope than is standard for the University (50 instead of 60 credits) but has the same similar qualitative features. Students will be expected to choose a research question in economics but specifically one that allows them to demonstrate the mathematical, statistical, numerical and programming skills they have acquired throughout the year. One example of such a research project may be as follows. Take a seminal mathematical model in a leading journal, replicate its results by programming and simulating it. Demonstrate an understanding of the model by interpreting the results of these simulations. Then in later chapters extend the model - e.g. by relaxing one of its assumptions - and via use of the same quantitative techniques as before, show how the extension changes the model's predictions. As an alternative (or supplement depending on time and space) to the extension, further analysis of the model in an empirical dimension may also be undertaken. This may involve the collection and processing of relevant data and the application of relevant econometric techniques.         The dissertation should provide an opportunity to apply core economic concepts and theories to research a topic of the student's choice in depth and provide a summary report on the recent theoretical or empirical advances in the related area including the evaluation of the strengths and weaknesses of the analysed papers. It also allows students to display computational modelling skills, qualitative and quantitative analysis and interpretation of data, knowledge of statistical package and programming languages, etc., all of which increase students' capacity for performing quantitative research in economics.        ",Dissertation in Mathematical Economics and Econometrics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11088.htm
ECNM11064,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This module, compulsory for all first year PGR students who intend to exit the University with the MSc(R) in Economics, is designed to develop and examine the ability of the student to conduct research of MPhil quality under a level of supervision consistent with MPhil study. The student must prepare under supervision a piece of research that is at the very least of the quality consistent with an MPhil thesis. The Dissertation should not exceed 20000 words           This module, compulsory for all first year PGR students who intend to exit the University with the MSc(R) in Economics, is designed to develop and examine the ability of the student to conduct research of MPhil quality under a level of supervision consistent with MPhil study. The student must prepare under supervision a piece of research that is at least of the quality consistent with an MPhil thesis. The dissertation should not exceed 20000 words. The period of study is January through to August but students may start earlier than this with consent of the supervisor(s). In April or May students will present a fleshed out proposal of the work that the dissertation will contain to faculty. Feedback will be given during this presentation        ",Dissertation for the MSc(R) in Economics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11064.htm
ECNM11052,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The dissertation is an extended piece of scholarship in which students have the opportunity to study in depth a topic largely of their own choosing in the field of economics. It is the component of a master's programme which most clearly differentiates it as an advanced degree programme, and is the point at which the student progresses from structured coursework to independent study.         Not entered    ",Dissertation (MSc Economics/Economics(Finance)),http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11052.htm
ECNM11018,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The dissertation is an extended piece of scholarship in which students have the opportunity to study in depth a topic largely of their own choosing in the feild of economics. It is the component of a master¿s programme which most clearly differentiates it as ¿an advanced degree programme¿, and is the point at which the student progresses from structured coursework to independent study.         Not entered    ",Dissertation (MSc Economics/Economics(Finance)),http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11018.htm
ECNM11069,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The dissertation is an extended piece of scholarship in which students have the opportunity to study in depth a topic largely of their own choosing in the field of economics which utilises econometrics. It is the component of a master's programme which most clearly differentiates it as an advanced degree programme, and is the point at which the student progresses from structured coursework to independent study.         Not entered.        ",Dissertation (MSc Economics (Econometrics)),http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11069.htm
ECNM11068,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The dissertation is an extended piece of scholarship in which students have the opportunity to study in depth a topic largely of their own choosing in the filed of economics. It is the component of a masters programme which most clearly differentiates it as an advanced degree programme, and is the point at which the student progresses from structured coursework to independent study.         Not entered        ",Dissertation (MSc Economic-Related Studies/ Economic-Related Studies (Finance)),http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11068.htm
ECNM11071,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This course consists of a short masters dissertation equivalent to 30 of the 50 credits' worth of the course plus the equivalent of 20 credits worth of qualitative research design.         The Dissertation - 30 of the 50 credits - should be an extended research proposal for a PhD thesis. It should identify a research area and provide a critical review of that literature. It should identify the research questions in the area and say which of these questions have been answered and how satisfactory are these answers. It should identify possible avenues of attack of the research questions as yet unanswered or that could be addressed in better ways.  The coursework component will cover the required learning out comes in qualitative research design demanded by the ESRC of its (+3) award holders to be. These are  1)Different purposes and approaches to interviewing, including with individuals and groups (structured, semi-structured, and in-depth) and modes of questionnaire administration (online, face to face, telephone, postal) 2)Diverse approaches to data collection, such as longitudinal, cross-sectional and experimental research designs, including field experiments 3)Ethnographic and case study research designs including participatory research, methods of observation, and analysis of observational data 4)Combining different methods of data collection and analysis (i.e. mixed-methods research) 5)Thematic (framework) analysis and methods for ethnographic analysis 6)Understanding of the significance of alternative epistemological positions that provide the context for theory construction, research design, and the selection of appropriate analytical techniques 7)Understand the integrated or complementary nature of the relationship between methods in mixed methods research designs.   8)Reflexivity in relation to probability  9)Distinctions in various forms of data, such as documentary, narrative, administrative, digital or ""big"" data  10)understanding of the application of good ethical practice across the entire research process   The course will rely on recorded lectures compiled by SSPS covering these topics.        ",Dissertation (ESRC),http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11071.htm
ECNM11008,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The aim of this course is to promote an appreciation of how economic theory has evolved, in terms of the questions addressed, the types of theory developed to answer these questions, and the philosophical presuppositions of these theories. Lectures provide material on the background, content and assumptions of economic theories and on their comprehension of the appropriate methods of investigation into economic phenomena. The lectures provide guidance as to how particular economic doctrines and more general philosophical and methodological issues may be interpreted and judged. Students' own reading is an essential input to the course: through this reading students can develop their own interpretive and evaluative skills. Students can expect at the end of the course to be better equipped to make their own choices as to questions, theories and approaches, and to understand better the scope and limitations of economic theory. The course covers the history of economic thought and of ideas concerning the appropriate methods of enquiry in economics, from the pre Enlightenment period up to the present day with particular emphasis on important developments. The treatment will be roughly chronological, with historical and philosophical material interspersed in a relevant manner. The material will be accessible to those who have not previously taken courses in the history of economic thought or the theory of scientific method. The course is organised around six 3-lecture sessions. A lecture outline is set out overleaf with recommendations for initial and background reading. A more detailed outline then follows with topic specific reading recommendations.         Not entered    ",Development and Methodology of Economic Thought,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11008.htm
ECNM11030,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The course aims to provide students with an introduction to the recent research in development economics.   The focus will be on the following themes: 1) Poverty measurement and theory; poverty traps. 2) Intra-household consumption decision and income allocation. 3) Risk, risk coping mechanisms (risk sharing, insurance groups, witchcraft, etc.); Informal savings. 4) Introduction to randomized controlled trials; mobile banking, microcredit. 5) Early childhood development ¿ long term impacts of shocks; social protection (conditional cash transfers, public works). 6) Education: Keeping children at school ¿ and improving learning outcomes. 7) Health behaviour and behavioural economics (use of bednets, uptake of insurance, use of cookstoves, etc.).  Students will be exposed to a blend of theoretical models and empirical applications enabling them to get a better understanding of the obstacles to economic development.          Not entered    ",Development Economics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11030.htm
ECNM11032,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The aim is to develop students' knowledge and understanding of the theory and empirical evidence regarding corporate finance, specifically in the areas of capital budgeting, capital structure, payout policy, and raising equity.            Not entered    ",Corporate Finance,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11032.htm
ECNM11066,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This module, optional for all first year PGR students, is designed to introduce and cover in some depth a range of theoretical issues and techniques so as to broaden student's knowledge of computational methods in economics. The aim is to provide exposure to a wide variety of methods that may be used by graduate research students to simulate and solve economic models.         This module, optional for all first year PGR students, is designed to introduce and cover in some depth a range of theoretical issues and techniques so as to broaden student's knowledge of computational methods in economics. The aim is to provide exposure to a wide variety of methods that may be used by graduate research students to simulate and solve economic models. The course will cover in some depth the specification and solution of dynamic stochastic models and of econometric estimation routines using a single computer package. Currently there are two packages and hence two sets of lectures/labs available to students. The first set covers Z-Tree whilst the other covers Python. After consulting with supervisors and PG Directors, students would choose lectures in the software that is most suited to their intended research. Students would be assessed via an assignment set by and graded by the School of Economics.        ",Computational Methods in Economics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11066.htm
ECNM11034,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"Carbon Economics (CEcon) is one of the core courses toward the degree of MSc in Carbon Management. The course intends to provide students with strong understanding of the economic theories and analytical frameworks that are applied in the literature of environmental economics in general and climate change economics in particular. Bearing in mind that the course is targeted at students with little or no economics background, it will start with an introduction to the concepts of markets, markets¿ mechanisms and the efficient allocation of scarce resources. This part of the course constitutes the foundation for most of the subsequent topics. Then we will challenge this market¿s framework by introducing the concepts of externalities and markets failure, which are essentially the starting point of extending the standard economic analyses when it comes to environmental issues such as climate change. The course then moves to cover various topics from optimal policy choice (carbon taxes versus carbon markets versus hybrid mechanisms), to environmental valuation techniques and cost-benefit analysis. For the remainder of the course we will covers specialised topics such as interactions between climate change and technology policies as well as international climate change cooperation. The course then moves to cover contemporary topics related to recent science, economics and policy debates. For instance we will look at Prof. William Nordhaus¿ contribution to the literature (namely DICE model) for which he co-won the 2018 Economics Nobel Prize, and most importantly we will look at the criticism for his contribution. Other topics we shall address include Climate Change Discounting and Stern-Nordhaus discounting debate, the Economics of 1.5°C Climate Change, the Economics of Net Zero Emissions and the UK¿s potential carbon policy options post-Brexit. Finally, we will look at some contributions in ecological economics, the framework of which challenges the analytical framework currently dominant in the literature of environmental economics.  Despite the fact that the second half of the course is highly technical by nature, the approach followed in the class focuses on understanding the intuition of the models without looking at the maths, and most importantly building students¿ ability to think critically about various methodologies and models approaches and their shortcomings.  Overall, throughout the course we will mix economic theory and practical applications. By the end of the course, students should have strong understanding of all topics discussed, as well as be well equipped to explore new topics in the literature later in their careers or further studies.          Broad Aims To provide students with an in-depth understanding of: -The concepts of markets, markets failure, externalities, public goods and  property rights applied on environmental issues -Regulatory measures and policy instruments available to control environmental degradation resulting from economic activities -Cost-benefit analysis applied on environmental policies and projects -Environmental valuation techniques -a number of emerging and recent issues in the literature of the economics of climate change   Topics Covered May vary from year to year, are likely to be drawn from: 1.Introduction to the concepts of markets and their mechanisms 2.Welfare economics and the environment 3.Public goods and externalities 4.Property rights and Coase theorem 5.Environmental regulations 6.Policy instruments (Pigovian taxes, subsidies and permit trading) in details 7.Cost-benefit analysis 8.Environmental valuation: Reveal preferences techniques 9.Environmental valuation: Stated preferences techniques 10.Climate Change Agreements  11.Technological Transfers and Direct Technical Change 12.Climate Change Discounting: The Stern Review and its critiques 13.Climate Change and Non-markets Impacts 14.Climate Change Modelling: Computable General Equilibrium Models (CGM), Integrated Assessment Models (IAMs), etc.  15.The Economics of Limiting Global Warming to 1.5°C  16.The Economics of Catastrophes, Fat Tails and the Dismal Theorem 17.Sustainable Growth 18.Climate and Energy Policy Interaction 19.The Economics of Market Stability Reserve in the EU ETS 20.Integrating Carbon Markets 21.The Economics of Emission Removal Technologies and Geoengineering  The exact topics covered each year will be published at the beginning of the course with the possibility of some changes during the course. Notice that only 5-7 topics will be covered. Such approach will give us the flexibility to adjust the lectures pace as we go along in order to ensure students understanding of the material. The focus here is on quality of understanding, rather than quantity of topics.         ",Carbon Economics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11034.htm
ECNM11060,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"Bayesian Econometrics builds on core econometric modules to develop a Bayesian approach to econometrics with applications in modern macroeconomics. Computational methods are developed alongside theory.         Bayesian methods are increasingly used in econometrics, particularly in the field of macroeconomics. This is a course in Bayesian econometrics with a focus on models used in empirical macroeconomics. It begins with a brief introduction to Bayesian econometrics, describing the main concepts underlying Bayesian theory and seeing how Bayesian methods work in the familiar context of the regression model. Computational methods are of great importance in modern Bayesian econometrics and these are discussed in in detail. Subsequently, the course shows how Bayesian methods are used with models which are currently popular in macroeconomics such as Vector Autoregressions (VARs), time-varying parameter VARs (TVP-VARs) and factor models. Empirical illustrations that show how these models can be used to address macroeconomic questions will be provided throughout the course.        ",Bayesian Econometrics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11060.htm
ECNM11031,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The aim of the module is to provide students with a good foundation in asset pricing, by using a blend of theoretical concepts, empirical evidence and some applications of the theory. The intention is for the students to increase their knowledge and understanding of modern finance theory.  Within this context, the module covers the following topics: mean-variance analysis, the Capital Asset Pricing Model, the Arbitrage Pricing Theory, derivatives pricing; market microstructure with respect to Efficiency Market Hypothesis, security exchanges, asymmetric information and noise traders; behavioural finance and Individual portfolio choices.         Not entered    ",Asset Pricing,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11031.htm
ECNM11039,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"Applications of Econometrics (AofE) develops econometric techniques beyond the foundational level to cover topics such as nonlinear regression, panel data and instrumental variable estimation. Applications are likely to include production functions, individual behaviour over time and natural experiments. Students will be expected to carry out their own modelling and estimation, developing skills frequently expected of economists in a wide variety of contexts. This is the PG version of the UG course of the same name.         Not entered    ",Applications of Econometrics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11039.htm
ECNM11006,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This is a course in advanced microeconomic theory, concentrating on game theory applied to economic situations and institutions.         Topics covered include: Advanced Theory of Auctions, Contests and Tournaments  Repeated Games Behavioural and Evolutionary Game Theory         ",Advanced Topics in Microeconomics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11006.htm
ECNM11005,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"The course extends the core macroeconomics course to (1) monetary policy and monetary theory, with a special focus on the cryptocurrency Bitcoin, and (2) ¿. These are topics of key importance in contemporary macroeconomics, and should be taken by students who plan to do a PhD on macroeconomic theory or applied macroeconomics.         The course will be divided into two main components as follows:    Component 1: The (Monetary) Economics of Bitcoin (Dr. Gronwald)  Two sessions; dates tbc  The virtual currency of Bitcoin emerged in 2008, developed by a group of anonymous programmers with the purpose to make possible online payments without involvement of a financial institution or other third parties. Bitcoin is the most popular virtual currency and received considerable attention from both the general public and academia, mainly due to the spectacular price behaviour, its general novelty value and certainly also extraordinary events and scandals related to Bitcoin. It does not come as a surprise that monetary theorists as well as central banks are particularly interested in this phenomenon. Among the themes under discussion are, for instance, whether or not Bitcoin has the ability to perform the functions required of a fiat money. In addition, there is a discussion on whether or not Bitcoin can disrupt existing monetary systems. Considerable attention is paid to the feature that the total number of Bitcoins is fixed: ""In the case of a 'wild success' of Bitcoins and the replacement of sovereign fiat currency it would not be possible to increase the supply of Bitcoins in concert with economic growth."" (Yermack, 2013). The outline of this component is as follows:  Outline:    1.Introduction to Monetary Economics 2.Introduction to Monetary Theory 3.The (Monetary) Economics of Bitcoin   Component 2: Committment Issues in Fiscal and Monetary Policy. Professor Jose V. Rodriguez Mora) Four sessions; dates tbc    The ability to commit to policies in the presence of temptations to not fulfill past promises are major determinants of the effectivity of fiscal and monetary policies. In this course we will look at the standard models of political economy and time inconsistency. First we will look at the problems of lack of commitment in setting up inflationary targets by a Central Banks, and to the institutional and political frameworks that have been developed to minimize the problem. Secondly, we will look at the role of time inconsistency in fiscal policy. Specifically, we will spend a good share of the course looking at the problems of repayment and repudiation of public debt under different monetary environments. This is, when and why do governments repudiate debt? what is the cost of doing so? and, perhaps more importantly, what are the costs for society of not having the ability of committing to not repudiate the debt?          ",Advanced Topics in Macroeconomics,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11005.htm
ECNM11079,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This is a companion course to Advanced Topics in Macro & Labour Economics 1, and will cover topics NOT already covered in that course. Depending on the instructor (TBC), the covered materials will be a subset from the following: models of search and matching, unemployment duration, wage setting, business cycles, growth/development accounting, and the macroeconomics of financial markets.         The goal of this course is to cover key recent developments in the relevant areas, focusing on ones where the faculty are actively working in, and potentially tailored to the interests of students. As such, it will build on the core topics covered in the PhD macroeconomics course in the first semester.        ",Advanced Topics in Macro & Labour Economics 2,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11079.htm
ECNM11078,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This is a companion course to Advanced Topics in Macro & Labour Economics 2, and will cover topics NOT already covered in that course. Depending on the instructor (TBC), the covered materials will be a subset from the following: models of search and matching, unemployment duration, wage setting, business cycles, growth/development accounting, and the macroeconomics of financial markets.         The goal of this course is to cover key recent developments in the relevant areas, focusing on ones where the faculty are actively working in, and potentially tailored to the interests of students. As such, it will build on the core topics covered in the PhD macroeconomics course in the first semester.        ",Advanced Topics in Macro & Labour Economics 1,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11078.htm
ECNM11077,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This is a companion course to Advanced Topics in Economic Theory 1, and will cover topics NOT already covered in that course. Depending on the instructor (TBC), the covered materials will be a subset from the following: decision theory, mechanism design, contract theory, and behavioural theory.         The goal of this course is to cover key recent developments in the relevant areas, focusing on ones where the faculty are actively working in, and potentially tailored to the interests of students. As such, it will build on the core topics covered in the PhD microeconomics course in the first semester.        ",Advanced Topics in Economic Theory 2,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11077.htm
ECNM11076,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This is a companion course to Advanced Topics in Economic Theory 2, and will cover topics NOT already covered in that course. Depending on the instructor (TBC), the covered materials will be a subset from the following: decision theory, mechanism design, contract theory, and behavioural theory.         The goal of this course is to cover key recent developments in the relevant areas, focusing on ones where the faculty are actively working in, and potentially tailored to the interests of students. As such, it will build on the core topics covered in the PhD microeconomics course in the first semester.        ",Advanced Topics in Economic Theory 1,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11076.htm
ECNM11075,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This is a companion course to Advanced Topics in Applied Microeconomics 1, and will cover topics NOT already covered in that course. Depending on the instructor (TBC), the sub-fields covered would include: labour/family economics, development, international trade, and urban economics.         The goal of this course is to cover key recent developments in the relevant areas, focusing on ones where the faculty are actively working in, and potentially tailored to the interests of students.        ",Advanced Topics in Applied Microeconomics 2,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11075.htm
ECNM11074,Economics,http://www.drps.ed.ac.uk/20-21/dpt/cx_sb_ecnm.htm,"This is a companion course to Advanced Topics in Applied Microeconomics 2, and will cover topics NOT already covered in that course.  Depending on the instructor (TBC), the sub-fields covered would include: labour/family economics, development, international trade, and urban economics.         The goal of this course is to cover key recent developments in the relevant areas, focusing on ones where the faculty are actively working in, and potentially tailored to the interests of students.        ",Advanced Topics in Applied Microeconomics 1,http://www.drps.ed.ac.uk/20-21/dpt/cxecnm11074.htm
